evidence_id,company_id,event_id,transaction_id,entity_id,source_file,pdf_page_start,pdf_page_end,document_page_start,document_page_end,source_section,source_line_range,evidence_text,evidence_summary,evidence_type,evidence_sha256,supported_fields,supported_value_source_type,review_status
CE-005-E02,301563,CE-005,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,云汉有限设立以来股本演变情况,,“力源信息、东方富海及芜湖富海共同增资8.78714万元。”,,FIGURE,,增资方；合计增资额；既有股东增资方向,DISCLOSED,FINAL_APPROVED
CE-006-E01,301563,CE-006,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,云汉有限设立以来股本演变情况,,"“2015年3月，有限公司第四次增资，注册资本增至2,000万元。”",,FIGURE,,标题时间；事件类型；注册资本,DISCLOSED,FINAL_APPROVED
CE-006-E02,301563,CE-006,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,云汉有限设立以来股本演变情况,,“新增注册资本由各股东按照其持股比例以资本公积转增。”,,FIGURE,,资本来源；转增对象；非现金增资性质,DISCLOSED,FINAL_APPROVED
CE-007-E01,301563,CE-007,,,301563_云汉芯城_IPO招股说明书.pdf,57,57,56,56,云汉有限设立以来股本演变情况,,"“2015年8月，有限公司第五次增资，注册资本增至2,158.2733万元。”",,FIGURE,,标题时间；事件类型；增资后注册资本,DISCLOSED,FINAL_APPROVED
CE-007-E02,301563,CE-007,,,301563_云汉芯城_IPO招股说明书.pdf,57,57,56,56,云汉有限设立以来股本演变情况,,“深创投、丰利财富、镇江红土、昆山红土、富海深湾、芜湖富海共同增资158.2733万元。”,,FIGURE,,增资方；合计增资额；新增/增加方向,DISCLOSED,FINAL_APPROVED
CE-008-E01,301563,CE-008,,,301563_云汉芯城_IPO招股说明书.pdf,53,53,52,52,发行人的设立方式,,2015年9月1日股东会决议，以2015年8月31日为基准日整体变更。,,TEXT,,股东会决议日；审计评估基准日；整体变更方案,DISCLOSED,FINAL_APPROVED
CE-008-E02,301563,CE-008,,,301563_云汉芯城_IPO招股说明书.pdf,54,54,53,53,发行人的设立方式,,"2015年10月13日审计报告确认净资产45,010,412.64元。",,TEXT,,审计报告日；审计净资产,DISCLOSED,FINAL_APPROVED
CE-008-E03,301563,CE-008,,,301563_云汉芯城_IPO招股说明书.pdf,54,54,53,53,发行人的设立方式,,"2015年10月14日评估报告确认净资产评估值4,773.16万元。",,TEXT,,评估报告日；评估值,DISCLOSED,FINAL_APPROVED
CE-008-E04,301563,CE-008,,,301563_云汉芯城_IPO招股说明书.pdf,54,54,53,53,发行人的设立方式,,"2015年10月15日全体发起人签署发起人协议，按1.1253:1折为4,000万股。",,TEXT,,协议签署日；折股比例；股本；资本公积,DISCLOSED,FINAL_APPROVED
CE-008-E05,301563,CE-008,,,301563_云汉芯城_IPO招股说明书.pdf,54,54,53,53,发行人的设立方式,,2015年10月30日召开创立大会并出具验资报告，确认出资全部到位。,,TEXT,,创立大会日；验资报告日；出资到位,DISCLOSED,FINAL_APPROVED
CE-008-E06,301563,CE-008,,,301563_云汉芯城_IPO招股说明书.pdf,54,54,53,53,发行人的设立方式,,2015年12月3日工商核准整体变更并换发股份公司营业执照。,,TEXT,,工商变更日；整体变更完成,DISCLOSED,FINAL_APPROVED
CE-008-E07,301563,CE-008,,,301563_云汉芯城_IPO招股说明书.pdf,54,55,53—54,53—54,发行人的设立方式,,整体变更时11名发起人持股数量及比例表。,,TABLE,,发起人名单；原文股份数量和比例,DISCLOSED,FINAL_APPROVED
CE-009-E01,301563,CE-009,,,301563_云汉芯城_IPO招股说明书.pdf,58,58,57,57,股份公司第一次股权转让,,"2018年4月28日，丰利财富将全部666,680股转让给天健创投，价款1,000万元。",,TEXT,,协议日；转让方；受让方；全部股份；价款,DISCLOSED,FINAL_APPROVED
CE-009-E02,301563,CE-009,,,301563_云汉芯城_IPO招股说明书.pdf,58,59,57—58,57—58,股份公司第一次股权转让,,"转让后股东表列示天健创投666,680股、1.67%，不再列示丰利财富。",,TABLE,,新增与退出方向；变更后状态,DISCLOSED,FINAL_APPROVED
CE-010-E01,301563,CE-010,,,301563_云汉芯城_IPO招股说明书.pdf,59,59,58,58,增加注册资本暨第二次股权转让,,2018年6月12日签署增资与股权转让协议，列明六方增资及四笔股份转让。,,TEXT,,协议日；外部增资方；转让方和受让方；原文金额与股数,DISCLOSED,FINAL_APPROVED
CE-010-E02,301563,CE-010,,,301563_云汉芯城_IPO招股说明书.pdf,60,60,59,59,增加注册资本暨第二次股权转让,,2018年6月12日股东大会同意四名管理团队成员合计认缴新增注册资本120万元。,,TEXT,,股东大会决议；股权激励对象；各自认缴额,DISCLOSED,FINAL_APPROVED
CE-010-E03,301563,CE-010,,,301563_云汉芯城_IPO招股说明书.pdf,60,60,59,59,增加注册资本暨第二次股权转让,,2018年6月28日完成夏东、南山富海、珠海拓域及四名激励对象的工商变更。,,TEXT,,"第一批工商变更日；注册资本4,264.3373万元",DISCLOSED,FINAL_APPROVED
CE-010-E04,301563,CE-010,,,301563_云汉芯城_IPO招股说明书.pdf,60,60,59,59,增加注册资本暨第二次股权转让,,2018年7月27日完成国科瑞华、CASREV FUND、中科贵银增资登记。,,TEXT,,"第二批工商变更日；注册资本4,635万元",DISCLOSED,FINAL_APPROVED
CE-010-E05,301563,CE-010,,,301563_云汉芯城_IPO招股说明书.pdf,60,61,59—60,59—60,增加注册资本暨第二次股权转让,,变更后股东表列示六名外部增资方、四名激励对象及三名股份受让方。,,TABLE,,新增股东；转让后继续持股；变更后状态,DISCLOSED,FINAL_APPROVED
CE-010-E06,301563,CE-010,,,301563_云汉芯城_IPO招股说明书.pdf,60,60,59,59,增加注册资本暨第二次股权转让,,2020年12月16日验资报告对本次增资进行验证。,,TEXT,,后续验资报告日,DISCLOSED,FINAL_APPROVED
CE-011-E01,301563,CE-011,,,301563_云汉芯城_IPO招股说明书.pdf,61,61,60,60,股份公司第三次股权转让,,2019年8月13日，为赛咨询分别向李文发、秦国君转让40万股，价款各40万元。,,TEXT,,协议日；转让方；受让方；股数；价款,DISCLOSED,FINAL_APPROVED
CE-011-E02,301563,CE-011,,,301563_云汉芯城_IPO招股说明书.pdf,61,61,60,60,股份公司第三次股权转让,,两人于2019年8月12日分别转出为赛咨询21.58%财产份额并退伙。,,TEXT,,退伙协议日；合伙份额；关联安排,DISCLOSED,FINAL_APPROVED
CE-011-E03,301563,CE-011,,,301563_云汉芯城_IPO招股说明书.pdf,61,62,60—61,60—61,股份公司第三次股权转让,,"转让后为赛咨询持股1,053,360股，李文发、秦国君各持600,000股。",,TABLE,,持股减少和增加；未退出判断,DISCLOSED,FINAL_APPROVED
CE-012-E01,301563,CE-012,,,301563_云汉芯城_IPO招股说明书.pdf,62,62,61,61,股份公司第二次增资,,"2020年5月20日股东大会决议并签署增资协议，火炬电子现金5,000万元认购113.0488万股。",,TEXT,,决议日；协议日；增资方；现金额；新增股份,DISCLOSED,FINAL_APPROVED
CE-012-E02,301563,CE-012,,,301563_云汉芯城_IPO招股说明书.pdf,62,62,61,61,股份公司第二次增资,,2020年5月28日完成市场监督管理变更备案。,,TEXT,,工商备案日；增资完成节点,DISCLOSED,FINAL_APPROVED
CE-012-E03,301563,CE-012,,,301563_云汉芯城_IPO招股说明书.pdf,62,62,61,61,股份公司第二次增资,,2020年12月16日验资报告对本次增资进行验证。,,TEXT,,验资报告日,DISCLOSED,FINAL_APPROVED
CE-012-E04,301563,CE-012,,,301563_云汉芯城_IPO招股说明书.pdf,62,63,61—62,61—62,股份公司第二次增资,,"增资后股东表首次列示火炬电子1,130,488股。",,TABLE,,新增股东方向；变更后状态,DISCLOSED,FINAL_APPROVED
CE-013-E01,301563,CE-013,,,301563_云汉芯城_IPO招股说明书.pdf,63,63,62,62,第三次增资和第四次股权转让,,2020年9月15日股东大会同意厦门西堤、中小企业基金认购新增股份。,,TEXT,,决议日；增资方；现金额；新增股份；注册资本,DISCLOSED,FINAL_APPROVED
CE-013-E02,301563,CE-013,,,301563_云汉芯城_IPO招股说明书.pdf,63,64,62—63,62—63,第三次增资和第四次股权转让,,2020年12月16日验资报告对本次增资进行验证。,,TEXT,,验资报告日,DISCLOSED,FINAL_APPROVED
CE-013-E03,301563,CE-013,,,301563_云汉芯城_IPO招股说明书.pdf,64,64,63,63,第三次增资和第四次股权转让,,原文表格列示四名转让方向八名受让主体实施十笔股份转让。,,TABLE,,转让方；受让方；逐笔股数和价款；合计股数,DISCLOSED,FINAL_APPROVED
CE-013-E04,301563,CE-013,,,301563_云汉芯城_IPO招股说明书.pdf,64,64,63,63,第三次增资和第四次股权转让,,2020年9月23日完成工商变更登记；原文披露每股价格约51.6元。,,TEXT,,工商变更日；原文每股价格和估值,DISCLOSED,FINAL_APPROVED
CE-013-E05,301563,CE-013,,,301563_云汉芯城_IPO招股说明书.pdf,64,65,63—64,63—64,第三次增资和第四次股权转让,,变更后股东表列示两名增资方及各股份受让方，四名转让方仍持股。,,TABLE,,新增、增加、减少和未退出判断,DISCLOSED,FINAL_APPROVED
CE-014-E01,301563,CE-014,,,301563_云汉芯城_IPO招股说明书.pdf,65,65,64,64,对赌协议解除相关情况,,2021年9月30日，各轮相关方分别签署特殊权利条款终止协议。,,TEXT,,共同终止协议日；终止范围；无自动恢复,DISCLOSED,FINAL_APPROVED
CE-014-E02,301563,CE-014,,,301563_云汉芯城_IPO招股说明书.pdf,65,66,64—65,64—65,对赌协议解除相关情况,,2023年8月，各轮投资人确认发行人自始不存在回购、补偿义务。,,TEXT,,确认函日期；发行人非义务方,DISCLOSED,FINAL_APPROVED
CE-014-E03,301563,CE-014,,,301563_云汉芯城_IPO招股说明书.pdf,70,70,69,69,对赌协议解除相关情况,,优先购买、共同出售、反稀释、优先清算和公司治理等特殊权利均已终止且不恢复。,,TEXT,,其他特殊权利终止；无恢复条款,DISCLOSED,FINAL_APPROVED
CE-014-E04,301563,CE-014,,,301563_云汉芯城_IPO招股说明书.pdf,70,70,69,69,对赌协议解除相关情况,,原文结论：不存在因对赌协议导致控制权不稳定或严重影响持续经营的情形。,,TEXT,,发行人层面法律效果,DISCLOSED,FINAL_APPROVED
CE-014-A-E01,301563,CE-014-A,,,301563_云汉芯城_IPO招股说明书.pdf,65,66,64—65,64—65,A轮条款,,A轮投资方为力源信息、东方富海、芜湖富海；含拖售权及2015年营业收入承诺。,,TABLE,,投资方；条款类型；业绩指标,DISCLOSED,FINAL_APPROVED
CE-014-A-E02,301563,CE-014-A,,,301563_云汉芯城_IPO招股说明书.pdf,65,66,64—65,64—65,A轮条款,,拖售权未履行，2018年6月被替代并于2021年9月30日终止；业绩承诺完成。,,TABLE,,履行、替代和终止状态,DISCLOSED,FINAL_APPROVED
CE-014-B-E01,301563,CE-014-B,,,301563_云汉芯城_IPO招股说明书.pdf,66,66,65,65,B轮条款,,B轮投资方含深创投、镇江红土、昆山红土、富海深湾、芜湖富海、丰利财富。,,TABLE,,投资方；上市和业绩承诺,DISCLOSED,FINAL_APPROVED
CE-014-B-E02,301563,CE-014-B,,,301563_云汉芯城_IPO招股说明书.pdf,66,66,65,65,B轮条款,,2015年业绩指标未达，曾烨、刘云锋已按约定履行补偿义务。,,TABLE,,2015年履行状态,DISCLOSED,FINAL_APPROVED
CE-014-B-E03,301563,CE-014-B,,,301563_云汉芯城_IPO招股说明书.pdf,67,67,66,66,B轮条款,,2016年销售收入承诺已完成，无需补偿。,,TABLE,,2016年履行状态,DISCLOSED,FINAL_APPROVED
CE-014-B-E04,301563,CE-014-B,,,301563_云汉芯城_IPO招股说明书.pdf,67,68,66—67,66—67,B轮条款,,2017—2018条款因2018年6月30日前完成约定融资而自动失效。,,TABLE,,自动失效条件；履行状态,DISCLOSED,FINAL_APPROVED
CE-014-B-E05,301563,CE-014-B,,,301563_云汉芯城_IPO招股说明书.pdf,70,70,69,69,注释,,2018年4月28日，天健创投承继丰利财富的B轮投资人权利。,,FOOTNOTE,,特殊权利承继；终止状态,DISCLOSED,FINAL_APPROVED
CE-014-C-E01,301563,CE-014-C,,,301563_云汉芯城_IPO招股说明书.pdf,68,69,67—68,67—68,C轮条款,,C轮投资方包括国科瑞华、CASREV FUND、中科贵银等九方。,,TABLE,,投资方；拖售权和业绩承诺,DISCLOSED,FINAL_APPROVED
CE-014-C-E02,301563,CE-014-C,,,301563_云汉芯城_IPO招股说明书.pdf,69,69,68,68,C轮条款,,2018年净利润承诺已完成，曾烨、刘云锋无需补偿。,,TABLE,,业绩承诺履行状态,DISCLOSED,FINAL_APPROVED
CE-014-C-E03,301563,CE-014-C,,,301563_云汉芯城_IPO招股说明书.pdf,68,69,67—68,67—68,C轮条款,,拖售权未实际履行，已于2021年9月30日彻底终止。,,TABLE,,上市承诺终止状态,DISCLOSED,FINAL_APPROVED
CE-014-D-E01,301563,CE-014-D,,,301563_云汉芯城_IPO招股说明书.pdf,69,70,68—69,68—69,D轮条款,,火炬电子享有前轮拖售权安排；该权利未履行并于2021年9月30日终止。,,TABLE,,投资方；条款；终止状态,DISCLOSED,FINAL_APPROVED
CE-014-DPLUS-E01,301563,CE-014-DPLUS,,,301563_云汉芯城_IPO招股说明书.pdf,70,70,69,69,D+轮条款,,厦门西堤、中小企业基金拖售权未履行，并于2021年9月30日终止。,,TABLE,,投资方；条款；终止状态,DISCLOSED,FINAL_APPROVED
EVD-001,301563,,,,301563_云汉芯城_IPO招股说明书.pdf,11,11,10,10,第一节 释义,,发行人、云汉芯城指云汉芯城（上海）互联网科技股份有限公司；深圳云汉电子指深圳市云汉电子有限公司。,主体名称与发行人终点。,TEXT,,名称标准化/发行人主体,DISCLOSED,FINAL_APPROVED
EVD-002,301563,,,,301563_云汉芯城_IPO招股说明书.pdf,56,56,55,55,第四节 历史沿革流程图,,2014年8月，力源信息、东方富海及芜湖富海共同增资28.205万元；2015年1月三方共同增资8.78714万元。,各方单独认缴额未披露，不分摊。,TEXT,,进入方式/追加投资/未披露金额,DISCLOSED,FINAL_APPROVED
EVD-003,301563,CE-007,,,301563_云汉芯城_IPO招股说明书.pdf,57,57,56,56,第四节 历史沿革流程图,,深创投、丰利财富、镇江红土、昆山红土、富海深湾、芜湖富海共同增资158.2733万元。,除芜湖富海外为新增方向；个体金额未披露。,TEXT,,主体进入/追加方向,DISCLOSED,FINAL_APPROVED
EVD-004,301563,CE-009,,,301563_云汉芯城_IPO招股说明书.pdf,58,58,57,57,股份公司第一次股权转让,,"丰利财富将其持有的全部666,680股转让给天健创投，转让价格1,000万元；丰利财富系代表其管理的丰利新三板基金投资发行人，资金来源为基金募集资金。",区分法律名义股东与经济资金来源基金。,TEXT,,受让进入/退出/间接经济路径,DISCLOSED,FINAL_APPROVED
EVD-005,301563,CE-009,,,301563_云汉芯城_IPO招股说明书.pdf,58,58,57,57,股份公司第一次股权转让,,天健创投主营业务为创业投资；东方富海（芜湖）和蜜呆资管为其普通合伙人，其中蜜呆资管为执行事务合伙人。,GP关系作为背景关系，不默认传导发行人权益。,TEXT,,PEVC性质/GP关系,DISCLOSED,FINAL_APPROVED
EVD-006,301563,CE-010-01,,,301563_云汉芯城_IPO招股说明书.pdf,59,61,58—60,58—60,2018年6月增资,,协议列明国科瑞华、CASREV FUND、中科贵银、夏东、南山富海、珠海拓域六方增资；后分批完成工商变更。,现金出资和认缴资本为原文披露，股份换算经阶段七校验。,TEXT,,增资进入/金额/股份,DISCLOSED,FINAL_APPROVED
EVD-007,301563,CE-010-03,,,301563_云汉芯城_IPO招股说明书.pdf,59,61,58—60,58—60,2018年6月股权转让,,曾烨向富海节能、临港投资转让股份；刘云锋向临港投资、鸿迪投资转让股份。,四笔老股转让与增资属于同一协议下不同交易腿。,TEXT,,受让进入/交易对手/价款,DISCLOSED,FINAL_APPROVED
EVD-008,301563,CE-011,,ENT-004,301563_云汉芯城_IPO招股说明书.pdf,61,62,60—61,60—61,2019年8月股份转让,,为赛咨询分别向李文发、秦国君转让40万股，价款各40万元。,支持将为赛咨询初步识别为管理层持股平台，但仍保留复核。,TEXT,,非PEVC排除/员工平台,DISCLOSED,FINAL_APPROVED
EVD-009,301563,CE-012,,ENT-027,301563_云汉芯城_IPO招股说明书.pdf,62,63,61—62,61—62,2020年5月增资,,"火炬电子现金5,000万元认购1,130,488股，约44.23元/股。",直接产业投资事件；主体是否排除PEVC需用户确认。,TEXT,,增资进入/产业资本,DISCLOSED,FINAL_APPROVED
EVD-010,301563,CE-013-01,,,301563_云汉芯城_IPO招股说明书.pdf,63,65,62｜63—64,62｜63—64,2020年9月增资,,"厦门西堤现金5,000万元认购968,990股；中小企业基金现金2,000万元认购387,596股；每股价格约51.6元。",与同月十笔转让的实际先后未披露。,TEXT,,增资进入/金额/顺序未知,DISCLOSED,FINAL_APPROVED
EVD-011,301563,CE-013-02,,,301563_云汉芯城_IPO招股说明书.pdf,64,65,63—64,63—64,2020年9月股份转让,,四名转让方向八名受让主体实施十笔股份转让，原文逐笔列示股份数及价款。,本阶段只提取与机构候选主体有关的交易腿；不以表格行序推定交割顺序。,TEXT,,受让进入/追加受让,DISCLOSED,FINAL_APPROVED
EVD-012,301563,,,,301563_云汉芯城_IPO招股说明书.pdf,91,93,90—92,90—92,发行前股本情况,,"发行前股东表列示各股东股份数及总股本48,837,074股。",用于持续持有/退出终点交叉核对。,TEXT,,终点持股状态,DISCLOSED,FINAL_APPROVED
EVD-013,301563,CE-004,,,301563_云汉芯城_IPO招股说明书.pdf,81,83,80—82,80—82,主要股东基本情况,,力源信息主营业务为集成电路及电子元器件相关经营；芜湖富海主营业务包括非上市企业投资、股权投资及创业管理服务。,支持产业主体与PEVC基金区分。,TEXT,,PEVC性质/排除,DISCLOSED,FINAL_APPROVED
EVD-014,301563,CE-004,,,301563_云汉芯城_IPO招股说明书.pdf,83,83,82,82,东方富海基本情况,,东方富海主营业务包括创业投资、投资咨询、企业管理和投资管理；其股东构成表列示GP。,明确PEVC性质和GP背景关系。,TEXT,,PEVC性质/GP关系,DISCLOSED,FINAL_APPROVED
EVD-015,301563,CE-010-01,,,301563_云汉芯城_IPO招股说明书.pdf,84,85,83—84,83—84,南山富海基本情况,,南山富海主营业务包括受托管理股权投资基金、未上市企业股权投资、股权投资及创业投资；股东构成列示GP。,明确基金属性，GP不自动形成发行人权益路径。,TEXT,,PEVC性质/GP关系,DISCLOSED,FINAL_APPROVED
EVD-016,301563,CE-013-01,,,301563_云汉芯城_IPO招股说明书.pdf,87,87,86,86,中小企业基金基本情况,,主营业务为对中小企业发展创业投资业务、股权投资及相关业务；股东构成列示GP。,明确基金属性和GP背景关系。,TEXT,,PEVC性质/GP关系,DISCLOSED,FINAL_APPROVED
EVD-017,301563,CE-007,,,301563_云汉芯城_IPO招股说明书.pdf,88,89,87—88,87—88,富海深湾基本情况,,公司名称为移动创新私募创业投资基金；股东构成列示东方富海（芜湖）为GP。,明确私募创业投资基金属性。,TEXT,,PEVC性质/GP关系,DISCLOSED,FINAL_APPROVED
EVD-018,301563,CE-010-01,,,301563_云汉芯城_IPO招股说明书.pdf,89,91,88—90,88—90,国科瑞华及其关联方,,招股书分别披露战略性新兴产业投资基金、CASREV FUND II-USD L.P.和中科贵银产业投资基金的基本信息及出资构成。,CASREV仅形成候选，未因名称直接提升为CONFIRMED。,TEXT,,PEVC性质/候选判断,DISCLOSED,FINAL_APPROVED
EVD-019,301563,,,,301563_云汉芯城_IPO招股说明书.pdf,11,12,10—11,10—11,第一节 释义,,招股说明书对东方富海、芜湖富海、深创投、丰利财富、富海深湾、天健创投、国科瑞华等简称给出对应全称。,用于简称—全称合并，不用于自动判断PEVC。,TEXT,,名称映射,DISCLOSED,FINAL_APPROVED
EVD-024,301563,,,,301563_云汉芯城_IPO招股说明书.pdf,82,91,81—90,81—90,主要股东股东构成,,招股书多处以GP标注基金普通合伙人或管理主体。,本阶段把GP记录为背景关系，默认path_forming_flag=否。,TEXT,,路径形成规则,DISCLOSED,FINAL_APPROVED
EVD-025,301563,CE-009,,,301563_云汉芯城_IPO招股说明书.pdf,58,58,57,57,股份公司第一次股权转让,,丰利财富系代表其管理的丰利财富新三板成长基金投资发行人，资金来源为基金募集资金。,该关系可形成经济资金来源路径，但法律直接股东仍为丰利财富。,TEXT,,直接/间接双层路径,DISCLOSED,FINAL_APPROVED
STD-EVD-VAL-047,301563,,,,stage07_numeric_validation_final_approved.xlsx,91,93,90,92,终点交叉核对,,发行前股本静态表用于与最终历史快照进行终点交叉核对，不用于倒推历史未披露值。,最终历史快照与发行前静态表总股本差异,TEXT,,validation_result,CALCULATED,FINAL_APPROVED
EVD-301606-0001,301606,EVT-301606-0001,,,301606_ugreen_ipo_prospectus_20240719.pdf,49,50,48,49,有限公司设立情况,PDF第49—50页/正文第48—49页,2012年3月绿联有限由张清森、陈俊灵出资100万元设立。,2012年3月绿联有限由张清森、陈俊灵出资100万元设立。,TABLE,9d1a9dacae4a2b9e97bb608a2cf33fe2243d2793153b7435a912a7b96febbbd9,,DISCLOSED,FINAL_APPROVED
EVD-301606-0002,301606,EVT-301606-0002,,,301606_ugreen_ipo_prospectus_20240719.pdf,49,49,48,48,股本变化图—第一次增资,PDF第49—49页/正文第48—48页,"2017年10月注册资本增至1,000万元，两名股东合计缴纳900万元。","2017年10月注册资本增至1,000万元，两名股东合计缴纳900万元。",FIGURE,f6a09df41cd932d8bfc112e0686ff68a1b9da2e770b0a658e3c9f185d3044e38,,DISCLOSED,FINAL_APPROVED
EVD-301606-0003,301606,EVT-301606-0003,,,301606_ugreen_ipo_prospectus_20240719.pdf,49,49,48,48,股本变化图—第二次增资,PDF第49—49页/正文第48—48页,"2018年12月注册资本增至1,270.569999万元，认购价为1元/注册资本。","2018年12月注册资本增至1,270.569999万元，认购价为1元/注册资本。",FIGURE,a8dd0a1c0c1e5b1b4de51417600710ff9abb0655f93e17d3f93fa73835e2698f,,DISCLOSED,FINAL_APPROVED
EVD-301606-0004,301606,EVT-301606-0004,TRX-301606-0004,,301606_ugreen_ipo_prospectus_20240719.pdf,51,52,50,51,报告期内股本变化—2020年增资,PDF第51—52页/正文第50—51页,"绿联和顺认缴66.872105万元注册资本，公司收到1,000万元出资款。","绿联和顺认缴66.872105万元注册资本，公司收到1,000万元出资款。",TEXT,ffbd35ab9eca3f1b27aea5398b02284e45d0b9fc97d11f3560f553efcf348c7f,,DISCLOSED,FINAL_APPROVED
EVD-301606-0005,301606,EVT-301606-0005,,,301606_ugreen_ipo_prospectus_20240719.pdf,52,52,51,51,2021年5月股权转让,PDF第52—52页/正文第51—51页,"高瓴锡恒分别以20,000万元和10,000万元受让两名原股东股权。","高瓴锡恒分别以20,000万元和10,000万元受让两名原股东股权。",TABLE,a372ea7783572cc80d79cad8e966eea4c321ea400939a2a835933677c6067615,,DISCLOSED,FINAL_APPROVED
EVD-301606-0006,301606,EVT-301606-0006,,,301606_ugreen_ipo_prospectus_20240719.pdf,50,51,49,50,股份公司设立情况,PDF第50—51页/正文第49—50页,"绿联有限以净资产折股整体变更，股份公司股本为25,000万股。","绿联有限以净资产折股整体变更，股份公司股本为25,000万股。",TEXT,32f9bb0b3519f948da5a30ea467ceda573fb54e540d8f5548e0574597e51efd7,,DISCLOSED,FINAL_APPROVED
EVD-301606-0007,301606,EVT-301606-0007,TRX-301606-0008,,301606_ugreen_ipo_prospectus_20240719.pdf,53,53,52,52,2021年6月第一次定向发行,PDF第53—53页/正文第52—52页,三家员工持股平台认购338.5226万股，公司收到668万元。,三家员工持股平台认购338.5226万股，公司收到668万元。,TABLE,0b18228c9194c2900a0b0949538bdc3741efae3a04dee59dcb6f1f2738ac7093,,DISCLOSED,FINAL_APPROVED
EVD-301606-0008,301606,EVT-301606-0008,TRX-301606-0009,,301606_ugreen_ipo_prospectus_20240719.pdf,54,54,53,53,2021年6月第二次定向发行,PDF第54—54页/正文第53—53页,"四家机构认购1,333.6064万股，公司收到30,000万元。","四家机构认购1,333.6064万股，公司收到30,000万元。",TABLE,cbca632a94b4ff678489b79623ef921d311e644b730246f2c44e5db10e1c53d0,,DISCLOSED,FINAL_APPROVED
EVD-301606-0009,301606,EVT-301606-0009,,,301606_ugreen_ipo_prospectus_20240719.pdf,54,55,53,54,2021年7月资本公积转增,PDF第54—55页/正文第53—54页,"资本公积每10股转增4股，总股本增至37,340.9806万股。","资本公积每10股转增4股，总股本增至37,340.9806万股。",TEXT,5775d45581baf373e1b8d2e3aa625878107135c46ab79db1dee55c395bc8fe44,,DISCLOSED,FINAL_APPROVED
EVD-301606-0010,301606,EVT-301606-0008,,STD-301606-GAOLING,301606_ugreen_ipo_prospectus_20240719.pdf,77,77,76,76,高瓴锡恒基本情况,PDF第77—77页/正文第76—76页,高瓴锡恒为股权投资合伙企业，招股书将其称为知名投资机构。,高瓴锡恒为股权投资合伙企业，招股书将其称为知名投资机构。,TEXT,8e9890a04cd9302f39153c65eb772c2bd27b0407b81392956e7c35eaf3acd1e6,,DISCLOSED,FINAL_APPROVED
EVD-301606-0011,301606,EVT-301606-0008,,STD-301606-JIANGUO,301606_ugreen_ipo_prospectus_20240719.pdf,83,85,82,84,坚果核力基本情况与基金备案,PDF第83—85页/正文第82—84页,坚果核力备案类型为股权投资基金，备案编码SGD474。,坚果核力备案类型为股权投资基金，备案编码SGD474。,TEXT,3ff8a6334145c807f304ce5506a5ac52b0cd92a86760edb41856b11ed577ec27,,DISCLOSED,FINAL_APPROVED
EVD-301606-0012,301606,EVT-301606-0008,,STD-301606-SHENZHENSHIHENG,301606_ugreen_ipo_prospectus_20240719.pdf,81,82,80,81,深圳世横与远大方略基本情况,PDF第81—82页/正文第80—81页,深圳世横经营范围含创业投资；远大方略主营管理咨询。,深圳世横经营范围含创业投资；远大方略主营管理咨询。,TEXT,cae0558faf7e88db2a3ee0601234bd4e1cd5b6d27af262967c2be06deb5660e9,,DISCLOSED,FINAL_APPROVED
EVD-688726-0000,688726,EVT-688726-EST,,,688726_laplace_ipo_application_20230619.pdf,34,34,33,33,有限公司设立情况,PDF第34页/正文第33页,2016年5月拉普拉斯有限由陈婉升、上海淳和、冯魏出资500万元设立。,2016年5月拉普拉斯有限由陈婉升、上海淳和、冯魏出资500万元设立。,TABLE,1fbb4dd12844e7404df72f60afff833548e0bdba8b2a83b6880cc1891a2101e3,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0001,688726,EVT-688726-0001,,,688726_laplace_ipo_application_20230619.pdf,38,38,37,37,报告期内股本和股东变化,PDF第38页/正文第37页,源表第1项：2020-04增资，注册资本/股本由528.7089增至813.3983万元，认缴对价合计5000.0000万元。,源表第1项：2020-04增资，注册资本/股本由528.7089增至813.3983万元，认缴对价合计5000.0000万元。,TABLE,0b7e5d95b0834a638bf925b9d9f37a7256b9587122ffbb31bfb4a9bc383cc4ae,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0002,688726,EVT-688726-0002,,,688726_laplace_ipo_application_20230619.pdf,38,38,37,37,报告期内股本和股东变化,PDF第38页/正文第37页,源表第2项：2020-10股权转让1笔，可核验对价合计500.0000万元。,源表第2项：2020-10股权转让1笔，可核验对价合计500.0000万元。,TABLE,df3117f09754032e931c467ef8a4fb6a957ff39959fe794f45e93ba81536d382,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
EVD-688726-0003,688726,EVT-688726-0003,,,688726_laplace_ipo_application_20230619.pdf,38,38,37,37,报告期内股本和股东变化,PDF第38页/正文第37页,源表第3项：2020-11增资，注册资本/股本由813.3983增至992.3462万元，认缴对价合计5500.0000万元。,源表第3项：2020-11增资，注册资本/股本由813.3983增至992.3462万元，认缴对价合计5500.0000万元。,TABLE,586f4f3abca4d25646f47ca1854fbb0b499e2254394480a6c7360f4e069a4fab,event|transaction|entity|amount|ownership,DISCLOSED,FINAL_APPROVED
